1 0.4137541 0.208796 0.567538 0.201914
2 1.519176 0.3019055 0.4754354 0.1937453
3 1.919801 0.3115058 0.442415 0.2030339
4 1.227233 0.219742 0.8295892 0.216216
5 -0.01639829 0.2358737 0.5550202 0.2074342
6 1.581489 0.2807602 0.3654414 0.1963864
7 0.701768 0.1963629 0.2722477 0.1917025
8 1.521602 0.2221844 0.3390244 0.2289021
9 0.3513679 0.1934238 0.5694716 0.2353365
10 -0.0774177 0.2348662 0.2974355 0.1751521
11 -1.118286 0.3566247 0.3339907 0.1914093
12 1.257937 0.2323724 0.4930106 0.1972658
13 -0.152771 0.2446983 0.8108316 0.1973727
14 0.1102841 0.2350841 0.5388338 0.2031805
15 1.102198 0.238919 0.5893623 0.2051856
16 0.5094303 0.2016247 0.3134907 0.2086478
17 1.12938 0.2257786 0.4131358 0.2229827
18 -0.7188129 0.3034469 0.1072879 0.1656654
19 -0.6516778 0.2816854 0.234453 0.1953554
20 0.1604606 0.2720267 0.5363737 0.1859546
21 0.07383328 0.2251484 0.2598991 0.2198074
22 2.384513 0.3749361 0.4437828 0.2021554
23 0.7095919 0.2154076 0.3114818 0.1892425
24 -0.4728839 0.2295163 0.7773501 0.2143784
25 1.075517 0.261726 0.439483 0.165947
26 1.763857 0.2931394 0.701557 0.198205
27 -0.413916 0.2408439 0.2822056 0.2054228
28 -0.1264335 0.2870162 0.5750102 0.2055669
29 -0.03356448 0.2212071 0.2415684 0.1980813
30 0.2329637 0.2039028 0.4504149 0.2471207
31 -1.903346 0.4681059 0.5995465 0.2214061
32 -0.3275778 0.2707644 0.741348 0.1862963
33 1.21513 0.1851383 0.9807635 0.2054202
34 1.065614 0.2106983 0.4547084 0.2018151
35 0.4832442 0.1956974 0.2542555 0.1957421
36 0.4330675 0.1729294 0.5168437 0.2030967
37 1.040104 0.2308441 0.2383561 0.2170738
38 0.6275724 0.1960041 0.7967532 0.2261589
39 1.991678 0.3259017 0.3678952 0.2233887
40 0.4460274 0.2087892 0.3702281 0.2426127
41 0.6270531 0.1955774 0.6135963 0.2050703
42 1.262399 0.2605571 0.6351451 0.2061792
43 0.5056998 0.2172261 1.076222 0.2136101
44 1.259336 0.2563193 0.7356136 0.240742
45 1.308045 0.2593339 0.602147 0.2014884
46 1.299792 0.2813486 0.4807363 0.1901049
47 0.8525096 0.2105449 0.491953 0.2049182
48 -0.068892 0.206022 0.4680407 0.1850626
49 0.1841341 0.2325215 0.7406692 0.2168829
50 0.6645872 0.2066642 0.3566007 0.1967058
51 1.154049 0.1915861 0.8375949 0.2130698
52 0.5513065 0.2054928 0.2180354 0.2148041
53 1.64405 0.2357275 0.6358374 0.2328174
54 0.6541391 0.1994118 0.7270112 0.2333232
55 1.101011 0.2470359 0.8439159 0.1991699
56 1.414075 0.2639837 0.5499401 0.1935004
57 1.13288 0.2165078 0.54544 0.2177509
58 0.4554993 0.2148003 0.4533913 0.2003831
59 0.3690292 0.2194926 0.7307521 0.1973006
60 1.422011 0.2240051 0.3937056 0.1969601
61 1.242256 0.2948967 0.9192413 0.2053472
62 -0.3433988 0.2280857 0.462997 0.2168443
63 0.8385166 0.2145345 0.6239583 0.2273317
64 0.9034349 0.1826085 0.5621642 0.2149962
